pid,frame,is_ed,n_slices,dice_BG,dice_RV,dice_MYO,dice_LV,macro_dice
A1K2P5,ed,True,14,0.9911155871195216,0.7538818490091228,0.5812985710701523,0.8397597977241341,0.7249800726011365
A1K2P5,es,False,14,0.9935154361803903,0.628138847857618,0.7001896696216752,0.7071693032642988,0.6784992735811973
A2H5K9,ed,True,10,0.9776790873774588,0.8032757805106424,0.5528948404881635,0.7712804312739857,0.7091503507575972
A2H5K9,es,False,10,0.9874686716791836,0.6170108161253548,0.7264968152863929,0.5620689655162723,0.6351921989760067
A2L1N6,ed,True,12,0.981368140535151,0.8044953202738928,0.4158912533374804,0.6878169524267425,0.6360678420127052
A2L1N6,es,False,12,0.9888123119237625,0.757954686145377,0.48598366865877346,0.726241527181848,0.6567266273286662
A3H5R1,ed,True,12,0.9860621662376062,0.6540070807849024,0.4939843312811318,0.6673027122797688,0.605098041448601
A3H5R1,es,False,12,0.9897226068928996,0.389944348492823,0.5574990210151693,0.5076923076910873,0.4850452257330266
A3P9V7,ed,True,12,0.9871694639086251,0.7837925868016521,0.5373762494616972,0.723544489197831,0.6815711084870602
A3P9V7,es,False,12,0.9905655747026559,0.6727426477490625,0.6078651181558639,0.654222654587065,0.6449434734973304
A4A8V9,ed,True,12,0.9797021625094482,0.6728457639389309,0.4945226917055866,0.7543579365921985,0.6405754640789053
A4A8V9,es,False,12,0.9893499441438821,0.4368064118365647,0.692854700854464,0.5854244928616297,0.5716952018508862
A4B9O6,ed,True,11,0.9890621859073526,0.7573479152421815,0.6234707748070778,0.7631676787701306,0.7146621229397966
A4B9O6,es,False,11,0.9931637140311882,0.7542395693125784,0.7408249431629637,0.7036176568192771,0.7328940564316064
A4K8R4,ed,True,12,0.9798952012189669,0.7363883026829254,0.5782645901076233,0.7825080699187581,0.6990536542364355
A4K8R4,es,False,12,0.9840438885361014,0.6693697752411927,0.6024104068356707,0.698282910874562,0.6566876976504751
A4R4T0,ed,True,10,0.9895814903517525,0.7178204058933014,0.40132347216776826,0.7613577623337192,0.6268338801315964
A4R4T0,es,False,10,0.9926036314046774,0.5740839086556372,0.5764406115243272,0.7642138441013889,0.6382461214271178
A5D0G0,ed,True,10,0.9736500076896718,0.557868537164522,0.6141252500382784,0.7438549474474503,0.6386162448834168
A5D0G0,es,False,10,0.9849417817847421,0.41921052631523786,0.7710733691784669,0.6813895781629263,0.6238911578855437
A5H1Q2,ed,True,10,0.9689608552897854,0.6899294357281481,0.48216131095886905,0.7918793778936271,0.654656708193548
