pid,frame,is_ed,z_idx,dice_BG,dice_RV,dice_MYO,dice_LV,macro_dice
A1K2P5,ed,True,0,0.9999999999998644,,,,
A1K2P5,ed,True,1,0.9999999999998644,,,,
A1K2P5,ed,True,2,0.9733764063717036,,,,
A1K2P5,ed,True,3,0.9877788554799568,0.9573994867391662,0.735319894825875,0.897086340548257,0.863268574037766
A1K2P5,ed,True,4,0.9934810095402234,0.9510489510472009,0.7967599410869044,0.942081641374349,0.8966301778361515
A1K2P5,ed,True,5,0.9952888426796747,0.944515035999694,0.7912621359191292,0.9477701888289519,0.894515786915925
A1K2P5,ed,True,6,0.992851142073487,0.8934945307976584,0.7563451776617752,0.9410784926068269,0.8636394003554201
A1K2P5,ed,True,7,0.9945321237726802,0.871756856927829,0.7489674162425473,0.9407821229029256,0.8538354653577672
A1K2P5,ed,True,8,0.9954263460579035,0.8821007502632257,0.7550491973031846,0.9304725692533121,0.8558741722732407
A1K2P5,ed,True,9,0.9954011842316458,0.9139784946166362,0.7186562687419398,0.9117865085214537,0.8481404239600098
A1K2P5,ed,True,10,0.9949632258247725,0.6295793758394901,0.6761768901520958,0.8267762771531018,0.7108441810482292
A1K2P5,ed,True,11,0.9977273987028161,,0.6009732360024213,0.7789757412293938,0.6899744886159076
A1K2P5,ed,True,12,0.9999999999998644,,,,
A1K2P5,ed,True,13,0.9999999999998644,,,,
A1K2P5,es,False,0,0.9970071284756765,,,,
A1K2P5,es,False,1,0.9986146198352487,,,,
A1K2P5,es,False,2,0.9999999999998644,,,,
A1K2P5,es,False,3,0.9973344938256817,,,,
A1K2P5,es,False,4,0.9880236814749721,0.8066688041012932,0.7578268876576527,0.8521400778168671,0.8055452565252711
A1K2P5,es,False,5,0.9933060214885997,0.9127625201914035,0.8860835587589838,0.9190809190763283,0.9059756660089052
A1K2P5,es,False,6,0.9931535301627779,0.8984105044889482,0.87200890372601,0.9068212215742005,0.892413543263053
A1K2P5,es,False,7,0.989718467446704,0.8533604887940257,0.8089887640426131,0.9058004640329198,0.8560499056231862
A1K2P5,es,False,8,0.9957263697720246,0.825163398686069,0.8284182305602266,0.8435619735207969,0.8323812009223642
A1K2P5,es,False,9,0.9968403515825535,0.7792592592477147,0.8693860733379919,0.869739478949201,0.8394616038449693
A1K2P5,es,False,10,0.9956714823766097,0.3916083915810064,0.8255234297067522,0.7328605200772373,0.6499974471216653
A1K2P5,es,False,11,0.9973096397675257,,0.7924187725560252,0.7482014387950934,0.7703101056755592
A1K2P5,es,False,12,0.9999999999998644,,,,
A1K2P5,es,False,13,0.9999728725278735,,,,
A2H5K9,ed,True,0,0.9975935065463424,,,,
A2H5K9,ed,True,1,0.9932481854497,,0.6803760281981177,0.8030112923362231,0.7416936602671704
A2H5K9,ed,True,2,0.9942296935259232,0.8804581245463103,0.786832597347303,0.8940188877182895,0.8537698698706343
A2H5K9,ed,True,3,0.9914052428017387,0.9027777777747924,0.8069143067274479,0.9360197949772499,0.8819039598264967
A2H5K9,ed,True,4,0.9912269508069624,0.9098753595376082,0.8729729729700237,0.9180327868828944,0.9002937064635089
A2H5K9,ed,True,5,0.9899800266309937,0.9398384704121644,0.8134119838534201,0.931192660548323,0.8948143716046358
A2H5K9,ed,True,6,0.9909987288279468,0.9676297485273306,0.8169014084484483,0.9377405478810557,0.9074239016189448
A2H5K9,ed,True,7,0.9912609673985259,0.9463210907739267,0.8850065189025164,0.9513904589623527,0.9275726895462654
A2H5K9,ed,True,8,0.9664117923990704,0.5979381443283558,0.7242388758761,0.9327539830313827,0.7516436677452795
A2H5K9,ed,True,9,0.9893626373624924,,0.7649769585218205,0.8397823458257564,0.8023796521737885
A2H5K9,es,False,0,0.9974435681260543,,,,
A2H5K9,es,False,1,0.9927970682802836,,0.7086007702151964,,0.7086007702151964
A2H5K9,es,False,2,0.987236859144857,0.1999999999967213,0.8610634648345882,0.0,0.3536878216104365
A2H5K9,es,False,3,0.9942442220843304,0.8556776556713871,0.9123138737865462,0.6898395721740684,0.819277033877334
A2H5K9,es,False,4,0.989519782542889,0.7782063645092662,0.8514554794502324,0.8503937007762415,0.8266851815785801
A2H5K9,es,False,5,0.9862666583243155,0.774958632099352,0.8857142857125987,0.8130434782520322,0.8245721320213276
A2H5K9,es,False,6,0.9865007150376399,0.8274509803901288,0.8933483652741977,0.8962025316398975,0.872333959101408
A2H5K9,es,False,7,0.9942840306421635,,0.858064516126903,0.8537549407066417,0.8559097284167724
A2H5K9,es,False,8,0.9842109613952518,,,,
A2H5K9,es,False,9,0.9999999999998644,,,,
A2L1N6,ed,True,0,0.9999999999998644,,,,
A2L1N6,ed,True,1,0.9990904277703264,,,,
A2L1N6,ed,True,2,0.9983153089504649,,,,
A2L1N6,ed,True,3,0.9907700421939477,0.809547488807511,0.6797318205225388,0.8988173455919921,0.7960322183073473
A2L1N6,ed,True,4,0.9824972266730891,0.768633540369687,0.6934225195075434,0.9120300751845413,0.7913620450205906
A2L1N6,ed,True,5,0.9889155230938418,0.8974208675237473,0.7567983581304341,0.9091335994343528,0.8544509416961782
A2L1N6,ed,True,6,0.9856631410307196,0.929319371725316,0.7267852790623281,0.9201553733255932,0.8587533413710791
A2L1N6,ed,True,7,0.98782531377159,0.9123750960781853,0.8332928900732024,0.951190677248858,0.8989528878000819
A2L1N6,ed,True,8,0.9894384023181416,0.9363228699534775,0.8659469185765498,0.9673100871715952,0.9231932919005409
A2L1N6,ed,True,9,0.9750070008399302,0.9336996336979236,0.5662266727342599,0.9056099732844974,0.801845426572227
A2L1N6,ed,True,10,0.9667033750079409,,0.7299880525665173,0.9368704780806684,0.8334292653235928
A2L1N6,ed,True,11,0.9868352342997133,,,,
A2L1N6,es,False,0,0.9999999999998644,,,,
A2L1N6,es,False,1,0.9997286590328052,,,,
A2L1N6,es,False,2,0.9980975158991958,,,,
A2L1N6,es,False,3,0.9904657132378508,,0.5829094608312162,0.7889022919084572,0.6859058763698367
A2L1N6,es,False,4,0.9827028166256218,0.5615103532243514,0.6877801015814528,0.8538062283700095,0.7010322277252712
A2L1N6,es,False,5,0.9865397858885327,0.8574888978568531,0.7259649964019996,0.8776662484288655,0.8203733808959061
A2L1N6,es,False,6,0.9874454322402276,0.8833613445348458,0.7800095647996652,0.9371879106414266,0.8668529399919792
A2L1N6,es,False,7,0.9909903974435474,0.915482036699624,0.8692272519413141,0.965632858338295,0.9167807156597444
A2L1N6,es,False,8,0.9886711320597059,0.8971018346160673,0.8544389364559386,0.9466824644531069,0.8994077451750376
A2L1N6,es,False,9,0.9739630314796621,,0.6506935687243043,0.8737385063896081,0.7622160375569562
A2L1N6,es,False,10,0.9705237583254017,,,,
A2L1N6,es,False,11,0.9996200814109906,,,,
A3H5R1,ed,True,0,0.9999999999998644,,,,
A3H5R1,ed,True,1,0.9979477282301538,,,,
A3H5R1,ed,True,2,0.9546957322502748,,0.5321637426874651,0.9143222506364632,0.7232429966619642
A3H5R1,ed,True,3,0.9862616586839889,0.8760736196301103,0.7888846005372873,0.9369369369335606,0.8672983857003195
